Chr Gene nSNPs nSims Start Stop Test Pvalue TopSNP TopSNP-pvalue
12 "TCTN2" 7 1000 124155659 124192950 5.04557530084162 0.384615384615385 "rs7139193" 0.302677360000001
16 "C16orf71" 3 1000 4784288 4799397 2.35881017054821 0.384615384615385 "rs859309" 0.3058052
16 "PAM16" 3 1000 4390251 4401373 2.82785520997553 0.384615384615385 "rs611704" 0.25596744
16 "PRDM7" 9 1000 90122973 90142338 8.51019700943845 0.384615384615385 "rs3826201" 0.134860319999999
17 "DOC2B" 5 1000 6010 31421 4.40857686217347 0.384615384615385 "rs6565733" 0.227715580000001
17 "TMEM11" 3 1000 21101262 21117908 3.12495385362543 0.384615384615385 "rs1109515" 0.17260563
18 "TRAPPC8" 15 1000 29409135 29523091 14.4237420740434 0.384615384615385 "rs11081728" 0.0420968599999999
1 "CCDC19" 7 1000 159842153 159869906 7.35493412127351 0.384615384615385 "rs2501321" 0.0840767700000001
1 "NCSTN" 6 1000 160313062 160328742 5.97882626026353 0.384615384615385 "rs16831846" 0.0811860400000005
1 "TMEM61" 3 1000 55446464 55457966 2.32116285446243 0.384615384615385 "rs2495513" 0.279088049999999
20 "RALY" 10 1000 32581457 32670991 9.28381025213436 0.384615384615385 "rs2284390" 0.152278349999999
22 "ENTHD1" 14 1000 40139048 40289794 14.31072711886 0.384615384615385 "rs5995786" 0.0614333820000002
22 "SUSD2" 3 1000 24577443 24585074 3.10245342967281 0.384615384615385 "rs2070469" 0.0923311099999998
23 "FLJ44635" 8 1000 71364033 71381600 6.44351344491628 0.384615384615385 "rs7877671" 0.139383970000001
3 "TPRG1-AS2" 2 1000 188956474 188958383 1.95485776235142 0.384615384615385 "rs16864142" 0.259611959999999
4 "FAM114A1" 43 1000 38869353 38947365 45.393023689604 0.384615384615385 "rs9999294" 0.0521039139999997
5 "ADAMTS2" 85 1000 178537851 178772431 90.107102437448 0.384615384615385 "rs10479525" 0.011754899
6 "C6orf195" 11 1000 2622971 2635298 10.752213266001 0.384615384615385 "rs7750686" 0.14531308
7 "ANKMY2" 20 1000 16639400 16685442 20.6874305925851 0.384615384615385 "rs17169559" 0.0561037770000001
9 "PCA3" 12 1000 79379353 79402465 12.3641209383718 0.384615384615385 "rs7861307" 0.020432016
9 "SUSD1" 52 1000 114803060 114937577 54.6169683269022 0.384615384615385 "rs16916627" 0.00697516199999999
11 "SLC22A10" 6 1000 63057429 63079246 4.38264927722698 0.385614385614386 "rs532085" 0.17346162
11 "TMEM123" 6 1000 102267055 102323775 5.95020767045488 0.385614385614386 "rs10895294" 0.0661332899999998
11 "TMEM9B" 3 1000 8968747 8986558 2.80401957770155 0.385614385614386 "rs4929922" 0.15861784
12 "LOC102723562" 9 1000 108853201 108867466 9.02155810741732 0.385614385614386 "rs12303219" 0.0526631330000001
12 "LRTM2" 4 1000 1929432 1945918 3.96751845095184 0.385614385614386 "rs10491960" 0.0573619300000001
14 "MIR548AI" 71 1000 29896116 30174608 74.7576410637014 0.385614385614386 "rs10133136" 0.0110282520000001
16 "UBE2I" 3 1000 1359153 1377019 2.65524393134495 0.385614385614386 "rs9933497" 0.302232650000001
17 "NFE2L1" 2 1000 46125685 46138907 1.86060594474841 0.385614385614386 "rs17680229" 0.30742517
19 "LGALS17A" 5 1000 40170013 40177013 4.96612274646015 0.385614385614386 "rs7259169" 0.16647534
19 "ZNF527" 3 1000 37862058 37883966 2.82793982692235 0.385614385614386 "rs256733" 0.1904842
1 "ARHGAP29" 13 1000 94634462 94703307 13.4215787032126 0.385614385614386 "rs1048854" 0.0175389539999999
1 "PLA2G4A" 54 1000 186798031 186958113 55.4653903267776 0.385614385614386 "rs2383556" 0.0124685549999999
1 "SFPQ" 2 1000 35649200 35658743 1.54236192906874 0.385614385614386 "rs11264115" 0.23012164
1 "SLC35A3" 3 1000 100435344 100492534 2.51991700672124 0.385614385614386 "rs547241" 0.25432113
20 "BPIFA2" 3 1000 31755959 31769223 2.25758907916393 0.385614385614386 "rs6579083" 0.235696549999999
20 "STK4" 25 1000 43595119 43708593 23.0740009883772 0.385614385614386 "rs2180291" 0.10764919
23 "EIF2S3" 7 1000 24073064 24096927 5.68510070491438 0.385614385614386 "rs16997659" 0.0952960299999998
23 "UPRT" 4 1000 74493893 74524732 2.81136311863053 0.385614385614386 "rs1353592" 0.12500447
23 "ZRSR2" 4 1000 15808573 15841382 3.40661703151052 0.385614385614386 "rs5980193" 0.18487166
3 "ZDHHC3" 8 1000 44956752 45017674 7.08257561245023 0.385614385614386 "rs3749189" 0.0362985699999999
4 "PPP3CA" 91 1000 101944586 102268628 92.6483963980013 0.385614385614386 "rs1042094" 0.0169853799999999
4 "TLL1" 50 1000 166794409 167025609 51.8009785466527 0.385614385614386 "rs17047200" 0.020186765
5 "SPINK5" 36 1000 147443534 147516925 33.2962913237256 0.385614385614386 "rs3777138" 0.0277101170000001
6 "KCNQ5-AS1" 3 1000 73844525 73853237 2.38429588655224 0.385614385614386 "rs2796047" 0.257648169999999
9 "C9orf89" 4 1000 95858449 95875565 3.86773378121126 0.385614385614386 "rs4744175" 0.0792969700000001
10 "PDZD8" 17 1000 119042605 119134937 15.6079654593614 0.386613386613387 "rs181438" 0.02105819
12 "CCT2" 6 1000 69979207 69995357 5.86239737691254 0.386613386613387 "rs35639" 0.218078319999999
12 "MDM1" 15 1000 68688345 68726161 15.4322688099167 0.386613386613387 "rs11177167" 0.023379683
13 "EFNB2" 16 1000 107142078 107187388 15.0209232465331 0.386613386613387 "rs2391333" 0.0395151999999998
13 "GRTP1" 5 1000 113978478 114018463 4.89327202658784 0.386613386613387 "rs7317038" 0.0991604249999997
13 "LINC00442" 2 1000 19582398 19586774 1.75021145322865 0.386613386613387 "rs11618444" 0.2441689
17 "FBF1" 2 1000 73906617 73937119 1.88181217988368 0.386613386613387 "rs7218738" 0.186394039999999
17 "SPNS2" 10 1000 4402128 4443228 10.1491523465991 0.386613386613387 "rs4790637" 0.0288625430000001
18 "WDR7" 78 1000 54318615 54697036 77.2937878538644 0.386613386613387 "rs1787474" 0.018612737
19 "CYP4F24P" 10 1000 15870143 15890798 9.34699675585525 0.386613386613387 "rs1465708" 0.0743740599999998
19 "MED16" 4 1000 867961 893218 3.47199102220312 0.386613386613387 "rs2930902" 0.131925789999999
1 "CDCP2" 10 1000 54604667 54618679 10.3583146566807 0.386613386613387 "rs1999175" 0.0396271349999998
20 "STX16" 8 1000 57226308 57254582 8.19373498566553 0.386613386613387 "rs6128397" 0.0608971040000001
23 "RS1" 4 1000 18657807 18690223 4.00578280509887 0.386613386613387 "rs4825231" 0.0621001050000004
3 "FANCD2" 12 1000 10068112 10143614 10.3135725198003 0.386613386613387 "rs6789156" 0.2031728
3 "SLC41A3" 29 1000 125725199 125820391 27.4912297669451 0.386613386613387 "rs3936031" 0.03598806
4 "LINC00616" 19 1000 138948576 139051839 18.1889836971641 0.386613386613387 "rs6857833" 0.10223545
4 "METAP1" 11 1000 99916787 99983960 10.6941898738607 0.386613386613387 "rs17216446" 0.0456029469999999
5 "HSPA9" 4 1000 137890570 137911318 3.46763608829373 0.386613386613387 "rs2304057" 0.155516699999999
5 "PCSK1" 10 1000 95726039 95768985 9.15514488041904 0.386613386613387 "rs11743265" 0.09821409
8 "LOC729732" 2 1000 12394587 12523120 1.93931274037048 0.386613386613387 "rs9772321" 0.2640064
11 "DLG2" 584 1000 83166055 85338314 615.024761559301 0.387612387612388 "rs7931375" 0.000872156759999983
11 "LOC341056" 3 1000 122888273 122890319 2.93091989554184 0.387612387612388 "rs7933723" 0.17962667
12 "ARNTL2-AS1" 17 1000 27542721 27599567 16.6045401021796 0.387612387612388 "rs4409932" 0.0623223300000001
12 "PTPRQ" 57 1000 80838125 81073968 58.625733500276 0.387612387612388 "rs6539525" 0.00700116500000001
16 "RBBP6" 4 1000 24550907 24584183 3.32475885256133 0.387612387612388 "rs7194163" 0.21716566
17 "COPZ2" 4 1000 46103532 46115168 3.76923475000254 0.387612387612388 "rs9898218" 0.16376826
1 "AMPD1" 9 1000 115215719 115238239 8.52870483212013 0.387612387612388 "rs6679869" 0.0833219700000002
23 "CXorf30" 28 1000 36246895 36403434 25.3838488894514 0.387612387612388 "rs17320003" 0.0949648899999998
2 "GREB1" 39 1000 11674241 11782912 39.4556852207957 0.387612387612388 "rs10929759" 0.0452157519999999
2 "LINC00570" 5 1000 11534106 11543203 4.94306781932468 0.387612387612388 "rs12619687" 0.0424184699999998
11 "SLN" 2 1000 107578100 107582787 1.81558459916789 0.388611388611389 "rs17607380" 0.27360708
14 "GPHB5" 5 1000 63779548 63785593 4.48839077871675 0.388611388611389 "rs8006976" 0.10342001
16 "CCDC135" 11 1000 57728712 57765367 11.0505768567956 0.388611388611389 "rs9922246" 0.088208474
18 "CDH19" 14 1000 64168423 64271375 13.5031528552968 0.388611388611389 "rs8088426" 0.0930142700000002
19 "C5AR1" 3 1000 47813103 47825327 2.69882210736016 0.388611388611389 "rs11670330" 0.15970002
19 "ELL" 11 1000 18553472 18632937 9.5467595645406 0.388611388611389 "rs271626" 0.10701682
1 "KIAA0319L" 14 1000 35899090 36023037 12.9717831276568 0.388611388611389 "rs16837364" 0.0502047299999996
1 "TMCO4" 46 1000 20008705 20126410 47.1221338353875 0.388611388611389 "rs16822850" 0.0270753400000001
3 "EHHADH" 11 1000 184908411 184971886 9.88589602063449 0.388611388611389 "rs11707079" 0.03230214
6 "LOC285762" 14 1000 119773711 119812467 13.638858876853 0.388611388611389 "rs12194357" 0.0581512969999997
7 "ARPC1B" 2 1000 98972297 98992404 1.73110226425773 0.388611388611389 "rs6955490" 0.1906403
7 "RADIL" 14 1000 4838739 4923335 13.2814246462281 0.388611388611389 "rs12536069" 0.131104930000001
8 "EIF3H" 15 1000 117657054 117768062 14.8037169223963 0.388611388611389 "rs17811450" 0.115594834000001
8 "NCOA2" 33 1000 71024266 71316020 32.3587218503852 0.388611388611389 "rs4074358" 0.0362149800000001
12 "LOC101929162" 4 1000 108130331 108153745 3.86330728376483 0.38961038961039 "rs7957541" 0.0992125500000001
13 "DLEU2" 8 1000 50556687 50699677 7.67917648901217 0.38961038961039 "rs2066575" 0.0765006499999999
13 "LOC101926897" 13 1000 58739960 58783617 11.9050054251421 0.38961038961039 "rs7322900" 0.06417903
14 "OSGEP" 4 1000 20915206 20923267 3.69729554264218 0.38961038961039 "rs938881" 0.1657764
16 "DYNLRB2" 4 1000 80574853 80584541 3.40237536886614 0.38961038961039 "rs6564764" 0.0812292400000001
17 "PSMB3" 3 1000 36908965 36920484 2.91220243396478 0.38961038961039 "rs4907" 0.17997827
17 "SUPT6H" 2 1000 26989301 27029249 1.6353738487367 0.38961038961039 "rs9916465" 0.20712373
19 "ZNF320" 2 1000 53379424 53394599 1.79516886118089 0.38961038961039 "rs7819" 0.19886765
1 "BSDC1" 2 1000 32830704 32860062 1.99199685391446 0.38961038961039 "rs476153" 0.16886018
1 "PPT1" 12 1000 40538381 40563142 11.3216703691186 0.38961038961039 "rs7533203" 0.0752290499999999
20 "PXMP4" 4 1000 32290549 32308136 3.56847200154049 0.38961038961039 "rs6142005" 0.135957629999999
23 "SLC25A53" 5 1000 103343897 103401708 4.41800945715716 0.38961038961039 "rs5916825" 0.110727200000001
2 "ACSL3" 16 1000 223725731 223808119 14.5003012976822 0.38961038961039 "rs10439277" 0.0359200159999999
3 "COL6A6" 24 1000 130279177 130395888 24.3846819601912 0.38961038961039 "rs1905685" 0.04179724
3 "LOC100507389" 3 1000 142645516 142661378 2.88409387452436 0.38961038961039 "rs6770560" 0.2218363
7 "DYNC1I1" 105 1000 95401817 95739634 107.283214062939 0.38961038961039 "rs10265938" 0.0057569905
7 "ST7" 45 1000 116593380 116870075 45.139216133802 0.38961038961039 "rs193588" 0.0142903859999999
8 "STK3" 33 1000 99466858 99954799 29.0900643101641 0.38961038961039 "rs7008395" 0.0723740699999999
12 "LOC101928030" 13 1000 9524377 9534018 13.1163070999235 0.390609390609391 "rs12311658" 0.0951562799999996
12 "PEX5" 4 1000 7341758 7371169 3.70639966994063 0.390609390609391 "rs12228393" 0.1838491
14 "GLRX5" 8 1000 96001322 96011055 7.51621541163909 0.390609390609391 "rs10484052" 0.1033565
15 "LACTB" 10 1000 63413998 63434264 9.08583781739135 0.390609390609391 "rs2088929" 0.02649979
15 "SECISBP2L" 12 1000 49280834 49338760 11.7600568164602 0.390609390609391 "rs11070675" 0.0283328600000001
18 "DSG2" 21 1000 29078026 29128814 20.7972983503297 0.390609390609391 "rs16962075" 0.147493289999999
19 "ZNF234" 2 1000 44645709 44664462 1.89666865669808 0.390609390609391 "rs2356751" 0.264218199999999
1 "AADACL3" 10 1000 12776117 12788726 9.22572254145414 0.390609390609391 "rs4240904" 0.08207505
1 "GBP3" 5 1000 89472359 89488549 4.57684328687471 0.390609390609391 "rs10493821" 0.1292431
1 "GJB3" 2 1000 35246789 35251967 1.90929461649702 0.390609390609391 "rs13774" 0.16897179
21 "LOC102724188" 2 1000 14918353 14930781 1.5412432599969 0.390609390609391 "rs2821931" 0.21548235
22 "FAM19A5" 110 1000 48885271 49147747 114.538774320925 0.390609390609391 "rs2057204" 0.0161785
2 "FOXN2" 13 1000 48541794 48606434 13.0187331575755 0.390609390609391 "rs7563625" 0.023552632
3 "FAM19A1" 198 1000 68040733 68594771 211.140625892256 0.390609390609391 "rs6549127" 0.00773760960000001
3 "KIF15" 6 1000 44803208 44894748 5.85021755240552 0.390609390609391 "rs7645364" 0.14442065
7 "AGAP3" 12 1000 150782917 150841523 12.0539725272607 0.390609390609391 "rs2288652" 0.0619510000000001
8 "CYP7B1" 23 1000 65508528 65711348 22.3479724889906 0.390609390609391 "rs10957319" 0.0199549160000001
8 "KIAA0196" 27 1000 126036502 126104061 25.0942103165307 0.390609390609391 "rs11996035" 0.109081240000001
11 "C11orf30" 13 1000 76156068 76262589 12.8404399863843 0.391608391608392 "rs2513509" 0.039798737
12 "GYS2" 23 1000 21689122 21757781 21.8865399817067 0.391608391608392 "rs11046107" 0.0292459129999999
14 "NPAS3" 469 1000 33408458 34273382 484.284337073156 0.391608391608392 "rs11845647" 0.0023341554
17 "FBXW10" 5 1000 18647325 18682662 4.72965776027681 0.391608391608392 "rs4924924" 0.1277288
18 "RIOK3" 5 1000 21032786 21063099 5.29345010755154 0.391608391608392 "rs11663375" 0.141497370000001
19 "RDH13" 9 1000 55555691 55580914 8.59840252882583 0.391608391608392 "rs11672111" 0.0623289800000002
1 "C4BPB" 3 1000 207262211 207273337 2.82040652938095 0.391608391608392 "rs3813948" 0.10706067
1 "CROCCP3" 9 1000 16793930 16819196 9.06864714471472 0.391608391608392 "rs149562" 0.0796124200000002
21 "LINC00319" 3 1000 44869903 44873771 2.27302804804424 0.391608391608392 "rs2838305" 0.203680530000001
2 "LOC100287010" 8 1000 104995307 105024790 8.22437957514709 0.391608391608392 "rs908916" 0.0841682200000005
3 "ARPP21" 62 1000 35680665 35835988 65.5180700888581 0.391608391608392 "rs9843513" 0.00624301399999999
4 "CDKL2" 7 1000 76501703 76555721 5.70463479802006 0.391608391608392 "rs6852678" 0.110097650000001
4 "SEPSECS" 6 1000 25121626 25162204 5.90371323445623 0.391608391608392 "rs6824406" 0.0718467160000001
4 "SMIM20" 2 1000 25915813 25931501 1.53814129512152 0.391608391608392 "rs2168523" 0.214896499999999
7 "CDCA7L" 18 1000 21940516 21985542 16.8369541600771 0.391608391608392 "rs10238697" 0.0354825740000001
7 "LOC101927630" 66 1000 17503068 17598533 68.5145508665523 0.391608391608392 "rs17706320" 0.010392581
10 "IFIT2" 3 1000 91061705 91069033 2.87433823356817 0.392607392607393 "rs1727" 0.133530109999999
11 "MADD" 10 1000 47290926 47351582 9.58537029593727 0.392607392607393 "rs7943429" 0.122805424
14 "JDP2" 22 1000 75894508 75939404 22.6428742633288 0.392607392607393 "rs1125773" 0.041789282
14 "SYNE2" 94 1000 64319682 64693167 94.0235594065742 0.392607392607393 "rs12879919" 0.00825676300000002
16 "LOC101928417" 21 1000 82986834 83023903 21.3561536042777 0.392607392607393 "rs17745108" 0.0580349699999998
1 "EXO5" 3 1000 40974432 40982214 2.60525190374267 0.392607392607393 "rs4607875" 0.290652840000001
1 "WDR65" 32 1000 43638000 43720029 31.9193887837305 0.392607392607393 "rs41509745" 0.0627926200000004
3 "CRYBG3" 19 1000 97540883 97663830 17.4291044677941 0.392607392607393 "rs12637414" 0.15492551
3 "PRICKLE2-AS1" 13 1000 64053639 64088807 12.9108272117749 0.392607392607393 "rs12492018" 0.0722782300000006
3 "TMEM108" 119 1000 132757131 133116619 126.051874599447 0.392607392607393 "rs12497903" 0.0021812438
7 "OR6V1" 2 1000 142749437 142750379 1.67464527585269 0.392607392607393 "rs17164103" 0.31954286
8 "DGAT1" 2 1000 145538245 145550582 1.51276524522272 0.392607392607393 "rs3757971" 0.277840760000001
8 "FAM150A" 6 1000 53446596 53478021 5.77872511926117 0.392607392607393 "rs13272763" 0.0262525549999999
10 "IFIT3" 8 1000 91087575 91100725 8.00243018334934 0.393606393606394 "rs10749606" 0.0367698219999999
10 "NFKB2" 2 1000 104153866 104162286 1.87238607008226 0.393606393606394 "rs11574851" 0.223272000000001
11 "PPFIA1" 17 1000 70116805 70230607 17.1488385293639 0.393606393606394 "rs570739" 0.0491651370000003
11 "UBASH3B" 88 1000 122526397 122685187 93.2360973282612 0.393606393606394 "rs7941638" 0.0396653380000001
12 "CACNA2D4" 52 1000 1901122 2027870 51.3292789720501 0.393606393606394 "rs12580035" 0.0489243750000001
12 "TRPV4" 8 1000 110220891 110271212 7.8676664003085 0.393606393606394 "rs12578401" 0.0705407559999997
13 "ENOX1" 233 1000 43787665 44361116 241.386695547641 0.393606393606394 "rs1329297" 0.00436495570000002
14 "DCAF5" 20 1000 69517636 69619914 18.9156179950356 0.393606393606394 "rs17836065" 0.141979590000001
16 "NFAT5" 15 1000 69599868 69738569 15.445901625858 0.393606393606394 "rs244422" 0.0589117519999999
19 "TIMM44" 2 1000 7991602 8008708 1.80337724372614 0.393606393606394 "rs4804837" 0.19790713
20 "SPTLC3" 96 1000 12989626 13147411 96.4504574165554 0.393606393606394 "rs4814194" 0.00455059100000002
23 "ZMAT1" 6 1000 101137259 101187039 6.1130858456136 0.393606393606394 "rs5944886" 0.145867780000002
2 "CYP26B1" 2 1000 72356366 72374991 1.64379267671632 0.393606393606394 "rs2241057" 0.20439556
3 "CEP70" 8 1000 138213180 138313225 7.18832903494329 0.393606393606394 "rs7634745" 0.0635577900000002
3 "FBXO45" 4 1000 196295724 196315930 3.87895888557924 0.393606393606394 "rs11185547" 0.0883685949999995
4 "ETFDH" 3 1000 159593252 159629865 2.992851529215 0.393606393606394 "rs12640862" 0.16482505
6 "FRMD1" 4 1000 168456463 168482237 3.95318197992395 0.393606393606394 "rs3734896" 0.10731323
6 "PGBD1" 7 1000 28249313 28270326 6.93696844446592 0.393606393606394 "rs2281043" 0.105296746
8 "STC1" 7 1000 23699433 23712320 6.87131198080121 0.393606393606394 "rs61053" 0.19126669
9 "RAB14" 7 1000 123940414 123964365 6.06767235955374 0.393606393606394 "rs16910410" 0.1722219
10 "BMS1" 7 1000 43277953 43330385 6.64069721903471 0.394605394605395 "rs10793638" 0.0720662599999996
11 "SLC22A11" 2 1000 64323097 64338999 1.50173275224003 0.394605394605395 "rs2078267" 0.3610175
12 "ULK1" 2 1000 132379278 132407707 1.79450054982078 0.394605394605395 "rs1134574" 0.18917148
14 "RNASE4" 11 1000 21152371 21168761 10.8224409232773 0.394605394605395 "rs8010599" 0.0737935699999999
17 "AP2B1" 22 1000 33914281 34053436 21.8972875631102 0.394605394605395 "rs2301731" 0.06588282
17 "TTLL6" 12 1000 46839592 46894469 12.4426879838275 0.394605394605395 "rs8073596" 0.118603800000001
19 "ZNF541" 3 1000 48023941 48059113 2.92101856933909 0.394605394605395 "rs2974239" 0.137289610000001
1 "IVL" 3 1000 152881038 152884362 2.00304187779117 0.394605394605395 "rs7517189" 0.4109561
1 "LOC148709" 3 1000 202830881 202844369 2.40598468285356 0.394605394605395 "rs6427974" 0.279402140000001
1 "MTMR9LP" 3 1000 32697260 32707311 3.08321646208374 0.394605394605395 "rs587707" 0.08262675
22 "SEC14L2" 10 1000 30792929 30821291 8.95957682653193 0.394605394605395 "rs11089447" 0.0739666699999996
2 "PPP1R1C" 47 1000 182818967 182996109 49.1590075955541 0.394605394605395 "rs16822590" 0.0407410559999998
2 "RND3" 5 1000 151324706 151344209 4.81842673954842 0.394605394605395 "rs7593957" 0.16318442
4 "CCNG2" 3 1000 78078356 78091213 2.90603981103733 0.394605394605395 "rs11724432" 0.138508770000001
5 "TMEM161B" 8 1000 87485449 87564696 7.66268318205649 0.394605394605395 "rs357508" 0.121825500000001
6 "TRERF1" 47 1000 42192668 42419783 47.4825299830204 0.394605394605395 "rs181990" 0.0275881530000001
7 "CALN1" 170 1000 71244475 71877360 165.531689284377 0.394605394605395 "rs17423790" 0.00206415260000001
7 "PKD1L1" 63 1000 47814249 47988071 64.3389616439805 0.394605394605395 "rs6950006" 0.00744295259999998
9 "SYK" 75 1000 93563961 93660842 77.6328466420519 0.394605394605395 "rs10993714" 0.0228956380000001
10 "CYP2C9" 11 1000 96698414 96749148 11.6833547525698 0.395604395604396 "rs9332242" 0.0253027939999999
10 "LINC00839" 8 1000 42970938 42990785 8.33043945702598 0.395604395604396 "rs11499093" 0.13047858
12 "FOXJ2" 6 1000 8185358 8208118 5.64828840953298 0.395604395604396 "rs3782680" 0.18904585
12 "GPR133" 81 1000 131438451 131626008 84.1395975098139 0.395604395604396 "rs11061311" 0.00593223659999999
15 "LOXL1" 15 1000 74218788 74244478 15.1946105154965 0.395604395604396 "rs2165241" 0.0790543400000002
17 "STAT3" 12 1000 40465342 40540513 10.1266937337664 0.395604395604396 "rs744166" 0.19992726
19 "LSM14A" 13 1000 34663351 34720420 11.5502300413698 0.395604395604396 "rs10500271" 0.035250574
20 "LOC101927770" 12 1000 52169308 52191847 11.4017755254012 0.395604395604396 "rs11905590" 0.0435473299999997
21 "LOC100129027" 3 1000 47247754 47256333 2.81072902758398 0.395604395604396 "rs2839015" 0.224503490000001
2 "DAPL1" 7 1000 159651828 159672496 7.02644699707796 0.395604395604396 "rs1878099" 0.1192044
5 "AGXT2" 25 1000 34998205 35048240 24.1588286576056 0.395604395604396 "rs344507" 0.021112012
6 "PNPLA1" 26 1000 36210944 36276372 25.7924549288172 0.395604395604396 "rs12202603" 0.0407710900000001
9 "ZNF484" 4 1000 95607312 95640320 3.42342708524509 0.395604395604396 "rs10992498" 0.07477672
10 "HPS1" 11 1000 100175954 100206704 10.4778988311775 0.396603396603397 "rs7909297" 0.10799757
12 "KIF5A" 6 1000 57943846 57978554 5.92687519328529 0.396603396603397 "rs775250" 0.0415170379999999
15 "HAUS2" 2 1000 42841010 42862190 1.85713987062543 0.396603396603397 "rs12439377" 0.29105148
17 "LOC101928122" 59 1000 67590127 67899141 57.0099005381656 0.396603396603397 "rs2947868" 0.0447184670000002
18 "LINC00470" 15 1000 1268311 1359630 13.0563549789976 0.396603396603397 "rs1507722" 0.0183201230000001
19 "XRCC1" 13 1000 44047463 44079730 13.0102221651051 0.396603396603397 "rs2293036" 0.043511797
1 "SLC5A9" 5 1000 48688356 48714316 4.68665846051421 0.396603396603397 "rs6670286" 0.13769737
23 "ACSL4" 10 1000 108884563 108976621 7.79740335392668 0.396603396603397 "rs5943427" 0.22502449
4 "TMA16" 4 1000 164415672 164441691 3.46627357773332 0.396603396603397 "rs12500221" 0.1918669
5 "POLK" 7 1000 74807656 74895646 7.32744985468387 0.396603396603397 "rs5744724" 0.0710941600000005
6 "PGM3" 6 1000 83874592 83903655 4.99470232972719 0.396603396603397 "rs473267" 0.238520680000001
6 "TXNDC5" 18 1000 7881482 7911047 17.9135411766233 0.396603396603397 "rs1225957" 0.0347154069999999
7 "CASD1" 7 1000 94139169 94186328 6.27515651829916 0.396603396603397 "rs10268833" 0.154503499999997
7 "TMEM168" 2 1000 112402436 112430478 1.27972969255412 0.396603396603397 "rs1796516" 0.39968967
9 "RAD23B" 11 1000 110045516 110094475 10.2685633821454 0.396603396603397 "rs1323809" 0.100469865
9 "SPTLC1" 13 1000 94793415 94877756 12.4779417814932 0.396603396603397 "rs1892268" 0.120100185000001
11 "GPR83" 5 1000 94110476 94134585 4.44074652130873 0.397602397602398 "rs7126380" 0.141029720000001
18 "TWSG1" 14 1000 9334764 9402418 13.0980375363615 0.397602397602398 "rs7237485" 0.1591683
1 "EFCAB14" 17 1000 47140830 47184736 15.4321023068889 0.397602397602398 "rs10890411" 0.13056801
20 "DSTN" 8 1000 17550598 17588652 7.78649115397104 0.397602397602398 "rs13038541" 0.0738777799999999
20 "MGME1" 5 1000 17949761 17971762 4.48986209166872 0.397602397602398 "rs3762226" 0.0650081700000002
21 "TCP10L" 5 1000 33947150 33957845 5.22061474238975 0.397602397602398 "rs2833907" 0.22754504
22 "MMP11" 2 1000 24115035 24126503 1.77934615896904 0.397602397602398 "rs2267029" 0.1962469
2 "PREPL" 17 1000 44544747 44589001 15.5446201515531 0.397602397602398 "rs12472538" 0.17158309
4 "MMRN1" 21 1000 90816051 90875780 21.4224445645494 0.397602397602398 "rs10516853" 0.0387823700000002
4 "OCIAD1" 3 1000 48833059 48863834 2.65988049729908 0.397602397602398 "rs2712156" 0.25259855
11 "DHCR7" 8 1000 71145456 71159477 7.59147969004834 0.398601398601399 "rs12422045" 0.10573031
11 "OPCML" 472 1000 132284874 133402403 485.087664922326 0.398601398601399 "rs11223273" 0.000737278600000012
11 "PARVA" 56 1000 12399025 12556903 57.8532339906726 0.398601398601399 "rs7930590" 0.00638192659999996
12 "FBRSL1" 6 1000 133067156 133161773 5.46891008923502 0.398601398601399 "rs11208" 0.214374410000001
19 "FPR2" 4 1000 52264452 52273779 3.64400794133441 0.398601398601399 "rs17756805" 0.10836582
19 "NUP62" 7 1000 50410083 50432988 6.71619462926381 0.398601398601399 "rs4802639" 0.0642605700000002
19 "PRX" 2 1000 40899670 40919271 1.80440051987151 0.398601398601399 "rs16974263" 0.20504192
1 "SPAG17" 38 1000 118496287 118727848 35.4132019943319 0.398601398601399 "rs1273916" 0.0470265899999999
1 "TMEM56-RWDD3" 26 1000 95583478 95710509 26.4235809451041 0.398601398601399 "rs11165348" 0.027172629
20 "SNX21" 2 1000 44462469 44471914 1.47415227033361 0.398601398601399 "rs1057276" 0.316223500000001
2 "CARF" 3 1000 203776940 203851208 2.61685019103788 0.398601398601399 "rs10190966" 0.294325169999999
4 "HPSE" 12 1000 84213613 84256306 9.27155158896461 0.398601398601399 "rs11099592" 0.18042822
4 "NCAPG" 3 1000 17812435 17846487 2.68306084626643 0.398601398601399 "rs16895825" 0.11913622
4 "SLC10A7" 53 1000 147175136 147443123 54.729837519693 0.398601398601399 "rs11947781" 0.0479748099999998
5 "CCDC69" 9 1000 150560612 150603654 8.7635391552589 0.398601398601399 "rs9324684" 0.0574235200000004
6 "ERVFRD-1" 3 1000 11102721 11112071 2.51306984175344 0.398601398601399 "rs7762961" 0.32638884
7 "TRPV5" 11 1000 142605647 142630820 10.8699918721464 0.398601398601399 "rs1568759" 0.0352041870000002
10 "COX15" 5 1000 101468504 101492423 4.52831804836676 0.3996003996004 "rs2269195" 0.0516590329999996
10 "TACC2" 125 1000 123748688 124014060 128.290600890127 0.3996003996004 "rs11200391" 0.00666223100000002
17 "PRPF8" 6 1000 1553922 1588176 5.55589532905502 0.3996003996004 "rs1802491" 0.0837067599999998
17 "RCVRN" 7 1000 9801026 9808684 6.67570648440788 0.3996003996004 "rs2270115" 0.0372924500000001
18 "PARD6G-AS1" 7 1000 77905806 77936315 6.72663961113859 0.3996003996004 "rs3087701" 0.1782064
